id,timestamp,count,provider,cause,percent
199,1573545969.0,19,aws,VPC,0.04
200,1573546869.0,14,aws,EC2,0.47
200,1573546869.0,14,aws,AWS Console,0.47
200,1573546869.0,14,aws,VPC,0.04
201,1573547769.0,10,aws,EC2,0.47
201,1573547769.0,10,aws,AWS Console,0.47
201,1573547769.0,10,aws,VPC,0.04
202,1573548669.0,5,aws,EC2,0.47
202,1573548669.0,5,aws,AWS Console,0.47
202,1573548669.0,5,aws,VPC,0.04
203,1573549569.0,3,aws,EC2,0.47
203,1573549569.0,3,aws,AWS Console,0.47
203,1573549569.0,3,aws,VPC,0.04
204,1573550469.0,6,aws,EC2,0.47
204,1573550469.0,6,aws,AWS Console,0.47
204,1573550469.0,6,aws,VPC,0.04
205,1573551369.0,1,aws,EC2,0.47
205,1573551369.0,1,aws,AWS Console,0.47
205,1573551369.0,1,aws,VPC,0.04
206,1573552269.0,2,aws,EC2,0.47
206,1573552269.0,2,aws,AWS Console,0.47
206,1573552269.0,2,aws,VPC,0.04
207,1573553169.0,4,aws,EC2,0.47
207,1573553169.0,4,aws,AWS Console,0.47
207,1573553169.0,4,aws,VPC,0.04
208,1573554069.0,3,aws,EC2,0.47
208,1573554069.0,3,aws,AWS Console,0.47
208,1573554069.0,3,aws,VPC,0.04
209,1573554969.0,1,aws,EC2,0.47
209,1573554969.0,1,aws,AWS Console,0.47
209,1573554969.0,1,aws,VPC,0.04
210,1573555869.0,3,aws,EC2,0.47
210,1573555869.0,3,aws,AWS Console,0.47
210,1573555869.0,3,aws,VPC,0.04
211,1573556769.0,3,aws,EC2,0.47
211,1573556769.0,3,aws,AWS Console,0.47
211,1573556769.0,3,aws,VPC,0.04
212,1573557669.0,6,aws,EC2,0.47
212,1573557669.0,6,aws,AWS Console,0.47
212,1573557669.0,6,aws,VPC,0.04
213,1573558569.0,3,aws,EC2,0.47
213,1573558569.0,3,aws,AWS Console,0.47
213,1573558569.0,3,aws,VPC,0.04
214,1573559469.0,5,aws,EC2,0.47
214,1573559469.0,5,aws,AWS Console,0.47
214,1573559469.0,5,aws,VPC,0.04
215,1573560369.0,2,aws,EC2,0.47
215,1573560369.0,2,aws,AWS Console,0.47
215,1573560369.0,2,aws,VPC,0.04
216,1573561269.0,2,aws,EC2,0.47
216,1573561269.0,2,aws,AWS Console,0.47
216,1573561269.0,2,aws,VPC,0.04
217,1573562169.0,7,aws,EC2,0.47
217,1573562169.0,7,aws,AWS Console,0.47
217,1573562169.0,7,aws,VPC,0.04
218,1573563069.0,8,aws,EC2,0.47
218,1573563069.0,8,aws,AWS Console,0.47
218,1573563069.0,8,aws,VPC,0.04
219,1573563969.0,0,aws,EC2,0.47
219,1573563969.0,0,aws,AWS Console,0.47
219,1573563969.0,0,aws,VPC,0.04
220,1573564869.0,6,aws,EC2,0.47
220,1573564869.0,6,aws,AWS Console,0.47
220,1573564869.0,6,aws,VPC,0.04
221,1573565769.0,7,aws,EC2,0.47
221,1573565769.0,7,aws,AWS Console,0.47
221,1573565769.0,7,aws,VPC,0.04
222,1573566669.0,7,aws,EC2,0.47
222,1573566669.0,7,aws,AWS Console,0.47
222,1573566669.0,7,aws,VPC,0.04
223,1573567569.0,1,aws,EC2,0.47
223,1573567569.0,1,aws,AWS Console,0.47
223,1573567569.0,1,aws,VPC,0.04
224,1573568469.0,15,aws,EC2,0.47
224,1573568469.0,15,aws,AWS Console,0.47
224,1573568469.0,15,aws,VPC,0.04
225,1573569369.0,7,aws,EC2,0.47
225,1573569369.0,7,aws,AWS Console,0.47
225,1573569369.0,7,aws,VPC,0.04
226,1573570269.0,7,aws,EC2,0.47
226,1573570269.0,7,aws,AWS Console,0.47
226,1573570269.0,7,aws,VPC,0.04
227,1573571169.0,7,aws,EC2,0.47
227,1573571169.0,7,aws,AWS Console,0.47
227,1573571169.0,7,aws,VPC,0.04
228,1573572069.0,13,aws,EC2,0.47
228,1573572069.0,13,aws,AWS Console,0.47
228,1573572069.0,13,aws,VPC,0.04
229,1573572969.0,5,aws,EC2,0.47
229,1573572969.0,5,aws,AWS Console,0.47
229,1573572969.0,5,aws,VPC,0.04
230,1573573869.0,6,aws,EC2,0.47
230,1573573869.0,6,aws,AWS Console,0.47
230,1573573869.0,6,aws,VPC,0.04
231,1573574769.0,5,aws,EC2,0.47
231,1573574769.0,5,aws,AWS Console,0.47
231,1573574769.0,5,aws,VPC,0.04
232,1573575669.0,4,aws,EC2,0.47
232,1573575669.0,4,aws,AWS Console,0.47
232,1573575669.0,4,aws,VPC,0.04
233,1573576569.0,2,aws,EC2,0.47
233,1573576569.0,2,aws,AWS Console,0.47
233,1573576569.0,2,aws,VPC,0.04
234,1573577469.0,6,aws,EC2,0.47
234,1573577469.0,6,aws,AWS Console,0.47
234,1573577469.0,6,aws,VPC,0.04
235,1573578369.0,10,aws,EC2,0.47
235,1573578369.0,10,aws,AWS Console,0.47
235,1573578369.0,10,aws,VPC,0.04
236,1573579269.0,28,aws,EC2,0.47
236,1573579269.0,28,aws,AWS Console,0.47
236,1573579269.0,28,aws,VPC,0.04
237,1573580169.0,110,aws,EC2,0.47
237,1573580169.0,110,aws,AWS Console,0.47
237,1573580169.0,110,aws,VPC,0.04
238,1573581069.0,126,aws,EC2,0.47
238,1573581069.0,126,aws,AWS Console,0.47
238,1573581069.0,126,aws,VPC,0.04
239,1573581969.0,137,aws,EC2,0.47
239,1573581969.0,137,aws,AWS Console,0.47
239,1573581969.0,137,aws,VPC,0.04
240,1573582869.0,137,aws,EC2,0.47
240,1573582869.0,137,aws,AWS Console,0.47
240,1573582869.0,137,aws,VPC,0.04
241,1573583769.0,120,aws,EC2,0.47
241,1573583769.0,120,aws,AWS Console,0.47
241,1573583769.0,120,aws,VPC,0.04
242,1573584669.0,83,aws,EC2,0.47
242,1573584669.0,83,aws,AWS Console,0.47
242,1573584669.0,83,aws,VPC,0.04
243,1573585569.0,88,aws,EC2,0.47
243,1573585569.0,88,aws,AWS Console,0.47
243,1573585569.0,88,aws,VPC,0.04
244,1573586469.0,98,aws,EC2,0.47
244,1573586469.0,98,aws,AWS Console,0.47
244,1573586469.0,98,aws,VPC,0.04
245,1573587369.0,97,aws,EC2,0.47
245,1573587369.0,97,aws,AWS Console,0.47
245,1573587369.0,97,aws,VPC,0.04
246,1573588269.0,88,aws,EC2,0.47
246,1573588269.0,88,aws,AWS Console,0.47
246,1573588269.0,88,aws,VPC,0.04
247,1573589169.0,87,aws,EC2,0.47
247,1573589169.0,87,aws,AWS Console,0.47
247,1573589169.0,87,aws,VPC,0.04
248,1573590069.0,56,aws,EC2,0.47
248,1573590069.0,56,aws,AWS Console,0.47
248,1573590069.0,56,aws,VPC,0.04
249,1573590969.0,52,aws,EC2,0.47
249,1573590969.0,52,aws,AWS Console,0.47
249,1573590969.0,52,aws,VPC,0.04
250,1573591869.0,46,aws,EC2,0.47
250,1573591869.0,46,aws,AWS Console,0.47
250,1573591869.0,46,aws,VPC,0.04
251,1573592769.0,40,aws,EC2,0.47
251,1573592769.0,40,aws,AWS Console,0.47
251,1573592769.0,40,aws,VPC,0.04
252,1573593669.0,32,aws,EC2,0.47
252,1573593669.0,32,aws,AWS Console,0.47
252,1573593669.0,32,aws,VPC,0.04
253,1573594569.0,24,aws,EC2,0.47
253,1573594569.0,24,aws,AWS Console,0.47
253,1573594569.0,24,aws,VPC,0.04
254,1573595469.0,15,aws,EC2,0.47
254,1573595469.0,15,aws,AWS Console,0.47
254,1573595469.0,15,aws,VPC,0.04
255,1573596369.0,28,aws,EC2,0.47
255,1573596369.0,28,aws,AWS Console,0.47
255,1573596369.0,28,aws,VPC,0.04
256,1573597269.0,19,aws,EC2,0.47
256,1573597269.0,19,aws,AWS Console,0.47
256,1573597269.0,19,aws,VPC,0.04
257,1573598169.0,14,aws,EC2,0.47
257,1573598169.0,14,aws,AWS Console,0.47
257,1573598169.0,14,aws,VPC,0.04
258,1573599069.0,13,aws,EC2,0.47
258,1573599069.0,13,aws,AWS Console,0.47
258,1573599069.0,13,aws,VPC,0.04
259,1573599969.0,12,aws,EC2,0.47
259,1573599969.0,12,aws,AWS Console,0.47
259,1573599969.0,12,aws,VPC,0.04
260,1573600869.0,9,aws,EC2,0.47
260,1573600869.0,9,aws,AWS Console,0.47
260,1573600869.0,9,aws,VPC,0.04
261,1573601769.0,10,aws,EC2,0.47
261,1573601769.0,10,aws,AWS Console,0.47
261,1573601769.0,10,aws,VPC,0.04
262,1573602669.0,10,aws,EC2,0.47
262,1573602669.0,10,aws,AWS Console,0.47
262,1573602669.0,10,aws,VPC,0.04
263,1573603569.0,9,aws,EC2,0.47
263,1573603569.0,9,aws,AWS Console,0.47
263,1573603569.0,9,aws,VPC,0.04
264,1573604469.0,9,aws,EC2,0.47
264,1573604469.0,9,aws,AWS Console,0.47
264,1573604469.0,9,aws,VPC,0.04
265,1573605369.0,8,aws,EC2,0.47
265,1573605369.0,8,aws,AWS Console,0.47
265,1573605369.0,8,aws,VPC,0.04
266,1573606269.0,10,aws,EC2,0.47
266,1573606269.0,10,aws,AWS Console,0.47
266,1573606269.0,10,aws,VPC,0.04
267,1573607169.0,5,aws,EC2,0.47
267,1573607169.0,5,aws,AWS Console,0.47
267,1573607169.0,5,aws,VPC,0.04
268,1573608069.0,4,aws,EC2,0.47
268,1573608069.0,4,aws,AWS Console,0.47
268,1573608069.0,4,aws,VPC,0.04
269,1573608969.0,6,aws,EC2,0.47
269,1573608969.0,6,aws,AWS Console,0.47
269,1573608969.0,6,aws,VPC,0.04
270,1573609869.0,10,aws,EC2,0.47
270,1573609869.0,10,aws,AWS Console,0.47
270,1573609869.0,10,aws,VPC,0.04
271,1573610769.0,7,aws,EC2,0.47
271,1573610769.0,7,aws,AWS Console,0.47
271,1573610769.0,7,aws,VPC,0.04
272,1573611669.0,16,aws,EC2,0.47
272,1573611669.0,16,aws,AWS Console,0.47
272,1573611669.0,16,aws,VPC,0.04
273,1573612569.0,7,aws,EC2,0.47
273,1573612569.0,7,aws,AWS Console,0.47
273,1573612569.0,7,aws,VPC,0.04
274,1573613469.0,5,aws,EC2,0.47
274,1573613469.0,5,aws,AWS Console,0.47
274,1573613469.0,5,aws,VPC,0.04
275,1573614369.0,2,aws,EC2,0.47
275,1573614369.0,2,aws,AWS Console,0.47
275,1573614369.0,2,aws,VPC,0.04
276,1573615269.0,5,aws,EC2,0.47
276,1573615269.0,5,aws,AWS Console,0.47
276,1573615269.0,5,aws,VPC,0.04
277,1573616169.0,3,aws,EC2,0.47
277,1573616169.0,3,aws,AWS Console,0.47
277,1573616169.0,3,aws,VPC,0.04
278,1573617069.0,4,aws,EC2,0.47
278,1573617069.0,4,aws,AWS Console,0.47
278,1573617069.0,4,aws,VPC,0.04
279,1573617969.0,8,aws,EC2,0.47
279,1573617969.0,8,aws,AWS Console,0.47
279,1573617969.0,8,aws,VPC,0.04
280,1573618869.0,4,aws,EC2,0.47
280,1573618869.0,4,aws,AWS Console,0.47
280,1573618869.0,4,aws,VPC,0.04
281,1573619769.0,2,aws,EC2,0.47
281,1573619769.0,2,aws,AWS Console,0.47
281,1573619769.0,2,aws,VPC,0.04
282,1573620669.0,4,aws,EC2,0.47
282,1573620669.0,4,aws,AWS Console,0.47
282,1573620669.0,4,aws,VPC,0.04
283,1573621569.0,3,aws,EC2,0.47
283,1573621569.0,3,aws,AWS Console,0.47
283,1573621569.0,3,aws,VPC,0.04
284,1573622469.0,5,aws,EC2,0.47
284,1573622469.0,5,aws,AWS Console,0.47
284,1573622469.0,5,aws,VPC,0.04
285,1591703951.0,0,aws,EC2,0.47
285,1591703951.0,0,aws,AWS Console,0.47
285,1591703951.0,0,aws,VPC,0.04
286,1591704851.0,1,aws,EC2,0.47
286,1591704851.0,1,aws,AWS Console,0.47
286,1591704851.0,1,aws,VPC,0.04
287,1591705751.0,1,aws,EC2,0.47
287,1591705751.0,1,aws,AWS Console,0.47
287,1591705751.0,1,aws,VPC,0.04
288,1591706651.0,0,aws,EC2,0.47
288,1591706651.0,0,aws,AWS Console,0.47
288,1591706651.0,0,aws,VPC,0.04
289,1591707551.0,1,aws,EC2,0.47
289,1591707551.0,1,aws,AWS Console,0.47
289,1591707551.0,1,aws,VPC,0.04
290,1591708451.0,1,aws,EC2,0.47
290,1591708451.0,1,aws,AWS Console,0.47
290,1591708451.0,1,aws,VPC,0.04
291,1591709351.0,1,aws,EC2,0.47
291,1591709351.0,1,aws,AWS Console,0.47
291,1591709351.0,1,aws,VPC,0.04
292,1591710251.0,0,aws,EC2,0.47
292,1591710251.0,0,aws,AWS Console,0.47
292,1591710251.0,0,aws,VPC,0.04
293,1591711151.0,3,aws,EC2,0.47
293,1591711151.0,3,aws,AWS Console,0.47
293,1591711151.0,3,aws,VPC,0.04
294,1591712051.0,0,aws,EC2,0.47
294,1591712051.0,0,aws,AWS Console,0.47
294,1591712051.0,0,aws,VPC,0.04
295,1591712951.0,1,aws,EC2,0.47
295,1591712951.0,1,aws,AWS Console,0.47
295,1591712951.0,1,aws,VPC,0.04
296,1591713851.0,3,aws,EC2,0.47
296,1591713851.0,3,aws,AWS Console,0.47
296,1591713851.0,3,aws,VPC,0.04
297,1591714751.0,2,aws,EC2,0.47
297,1591714751.0,2,aws,AWS Console,0.47
297,1591714751.0,2,aws,VPC,0.04
298,1591715651.0,1,aws,EC2,0.47
298,1591715651.0,1,aws,AWS Console,0.47
298,1591715651.0,1,aws,VPC,0.04
299,1591716551.0,1,aws,EC2,0.47
299,1591716551.0,1,aws,AWS Console,0.47
299,1591716551.0,1,aws,VPC,0.04
300,1591717451.0,1,aws,EC2,0.47
300,1591717451.0,1,aws,AWS Console,0.47
300,1591717451.0,1,aws,VPC,0.04
301,1591718351.0,2,aws,EC2,0.47
301,1591718351.0,2,aws,AWS Console,0.47
301,1591718351.0,2,aws,VPC,0.04
302,1591719251.0,5,aws,EC2,0.47
302,1591719251.0,5,aws,AWS Console,0.47
302,1591719251.0,5,aws,VPC,0.04
303,1591720151.0,2,aws,EC2,0.47
303,1591720151.0,2,aws,AWS Console,0.47
303,1591720151.0,2,aws,VPC,0.04
304,1591721051.0,2,aws,EC2,0.47
304,1591721051.0,2,aws,AWS Console,0.47
304,1591721051.0,2,aws,VPC,0.04
305,1591721951.0,0,aws,EC2,0.47
305,1591721951.0,0,aws,AWS Console,0.47
305,1591721951.0,0,aws,VPC,0.04
306,1591722851.0,1,aws,EC2,0.47
306,1591722851.0,1,aws,AWS Console,0.47
306,1591722851.0,1,aws,VPC,0.04
307,1591723751.0,2,aws,EC2,0.47
307,1591723751.0,2,aws,AWS Console,0.47
307,1591723751.0,2,aws,VPC,0.04
308,1591724651.0,3,aws,EC2,0.47
308,1591724651.0,3,aws,AWS Console,0.47
308,1591724651.0,3,aws,VPC,0.04
309,1591725551.0,2,aws,EC2,0.47
309,1591725551.0,2,aws,AWS Console,0.47
309,1591725551.0,2,aws,VPC,0.04
310,1591726451.0,3,aws,EC2,0.47
310,1591726451.0,3,aws,AWS Console,0.47
310,1591726451.0,3,aws,VPC,0.04
311,1591727351.0,0,aws,EC2,0.47
311,1591727351.0,0,aws,AWS Console,0.47
311,1591727351.0,0,aws,VPC,0.04
312,1591728251.0,1,aws,EC2,0.47
312,1591728251.0,1,aws,AWS Console,0.47
312,1591728251.0,1,aws,VPC,0.04
313,1591729151.0,1,aws,EC2,0.47
313,1591729151.0,1,aws,AWS Console,0.47
313,1591729151.0,1,aws,VPC,0.04
314,1591730051.0,2,aws,EC2,0.47
314,1591730051.0,2,aws,AWS Console,0.47
314,1591730051.0,2,aws,VPC,0.04
315,1591730951.0,0,aws,EC2,0.47
315,1591730951.0,0,aws,AWS Console,0.47
315,1591730951.0,0,aws,VPC,0.04
316,1591731851.0,3,aws,EC2,0.47
316,1591731851.0,3,aws,AWS Console,0.47
316,1591731851.0,3,aws,VPC,0.04
317,1591732751.0,3,aws,EC2,0.47
317,1591732751.0,3,aws,AWS Console,0.47
317,1591732751.0,3,aws,VPC,0.04
318,1591733651.0,0,aws,EC2,0.47
318,1591733651.0,0,aws,AWS Console,0.47
318,1591733651.0,0,aws,VPC,0.04
319,1591734551.0,1,aws,EC2,0.47
319,1591734551.0,1,aws,AWS Console,0.47
319,1591734551.0,1,aws,VPC,0.04
320,1591735451.0,1,aws,EC2,0.47
320,1591735451.0,1,aws,AWS Console,0.47
320,1591735451.0,1,aws,VPC,0.04
321,1591736351.0,4,aws,EC2,0.47
321,1591736351.0,4,aws,AWS Console,0.47
321,1591736351.0,4,aws,VPC,0.04
322,1591737251.0,0,aws,EC2,0.47
322,1591737251.0,0,aws,AWS Console,0.47
322,1591737251.0,0,aws,VPC,0.04
323,1591738151.0,2,aws,EC2,0.47
323,1591738151.0,2,aws,AWS Console,0.47
323,1591738151.0,2,aws,VPC,0.04
324,1591739051.0,0,aws,EC2,0.47
324,1591739051.0,0,aws,AWS Console,0.47
324,1591739051.0,0,aws,VPC,0.04
325,1591739951.0,1,aws,EC2,0.47
325,1591739951.0,1,aws,AWS Console,0.47
325,1591739951.0,1,aws,VPC,0.04
326,1591740851.0,3,aws,EC2,0.47
326,1591740851.0,3,aws,AWS Console,0.47
326,1591740851.0,3,aws,VPC,0.04
327,1591741751.0,7,aws,EC2,0.47
327,1591741751.0,7,aws,AWS Console,0.47
327,1591741751.0,7,aws,VPC,0.04
328,1591742651.0,14,aws,EC2,0.47
328,1591742651.0,14,aws,AWS Console,0.47
328,1591742651.0,14,aws,VPC,0.04
329,1591743551.0,33,aws,EC2,0.47
329,1591743551.0,33,aws,AWS Console,0.47
329,1591743551.0,33,aws,VPC,0.04
330,1591744451.0,30,aws,EC2,0.47
330,1591744451.0,30,aws,AWS Console,0.47
330,1591744451.0,30,aws,VPC,0.04
331,1591745351.0,30,aws,EC2,0.47
331,1591745351.0,30,aws,AWS Console,0.47
331,1591745351.0,30,aws,VPC,0.04
332,1591746251.0,43,aws,EC2,0.47
332,1591746251.0,43,aws,AWS Console,0.47
332,1591746251.0,43,aws,VPC,0.04
333,1591747151.0,39,aws,EC2,0.47
333,1591747151.0,39,aws,AWS Console,0.47
333,1591747151.0,39,aws,VPC,0.04
334,1591748051.0,33,aws,EC2,0.47
334,1591748051.0,33,aws,AWS Console,0.47
334,1591748051.0,33,aws,VPC,0.04
335,1591748951.0,20,aws,EC2,0.47
335,1591748951.0,20,aws,AWS Console,0.47
335,1591748951.0,20,aws,VPC,0.04
336,1591749851.0,29,aws,EC2,0.47
336,1591749851.0,29,aws,AWS Console,0.47
336,1591749851.0,29,aws,VPC,0.04
337,1591750751.0,10,aws,EC2,0.47
337,1591750751.0,10,aws,AWS Console,0.47
337,1591750751.0,10,aws,VPC,0.04
338,1591751651.0,12,aws,EC2,0.47
338,1591751651.0,12,aws,AWS Console,0.47
338,1591751651.0,12,aws,VPC,0.04
339,1591752551.0,4,aws,EC2,0.47
339,1591752551.0,4,aws,AWS Console,0.47
339,1591752551.0,4,aws,VPC,0.04
340,1591753451.0,8,aws,EC2,0.47
340,1591753451.0,8,aws,AWS Console,0.47
340,1591753451.0,8,aws,VPC,0.04
341,1591754351.0,13,aws,EC2,0.47
341,1591754351.0,13,aws,AWS Console,0.47
341,1591754351.0,13,aws,VPC,0.04
342,1591755251.0,8,aws,EC2,0.47
342,1591755251.0,8,aws,AWS Console,0.47
342,1591755251.0,8,aws,VPC,0.04
343,1591756151.0,3,aws,EC2,0.47
343,1591756151.0,3,aws,AWS Console,0.47
343,1591756151.0,3,aws,VPC,0.04
344,1591757051.0,4,aws,EC2,0.47
344,1591757051.0,4,aws,AWS Console,0.47
344,1591757051.0,4,aws,VPC,0.04
345,1591757951.0,5,aws,EC2,0.47
345,1591757951.0,5,aws,AWS Console,0.47
345,1591757951.0,5,aws,VPC,0.04
346,1591758851.0,3,aws,EC2,0.47
346,1591758851.0,3,aws,AWS Console,0.47
346,1591758851.0,3,aws,VPC,0.04
347,1591759751.0,1,aws,EC2,0.47
347,1591759751.0,1,aws,AWS Console,0.47
347,1591759751.0,1,aws,VPC,0.04
348,1591760651.0,1,aws,EC2,0.47
348,1591760651.0,1,aws,AWS Console,0.47
348,1591760651.0,1,aws,VPC,0.04
349,1591761551.0,3,aws,EC2,0.47
349,1591761551.0,3,aws,AWS Console,0.47
349,1591761551.0,3,aws,VPC,0.04
350,1591762451.0,5,aws,EC2,0.47
